Italy;Florence Countryside;Montecatini Terme
Italy;Lucca, Pisa and surroundings;Bagni di Lucca
Poland;Beskidy;Bierna
Denmark;Bornholm;Svaneke
Croatia;North Dalmatia/Islands;Pag/Mandre
Croatia;Kvarner;Rijeka
Hungary;Lake Balaton - North Shore;Balatonfured/Revfulop
Croatia;Istria;Fažana
Spain;Costa Brava;Blanes
Poland;Lubelskie Region;Naleczow
Croatia;Central Dalmatia/Islands;Šolta/Nečujam
Poland;Pomerania;Człuchów
Spain;Galicia;Palmeira
Italy;Tuscany Chianti;Radda in Chianti
Croatia;Istria;Umag/Finida
Italy;Amalfi Coast;Amalfi
France;Gard-Lozère;Anduze
Denmark;East Jutland;Malling
France;Limousin;Meyssac
Hungary;Lake Balaton - South Shore;Balatonboglar/Szemes
Croatia;Kvarner Hills;Crni Lug
Germany;Odenwald;Reichelsheim
Austria;Vienna;Vienna / 14. District
Croatia;Central Dalmatia/Islands;Brač/Sutivan
Denmark;Moen and Bogo;Bogo
Spain;Barcelona;Gavà
Spain;Mallorca;Port Sóller
Portugal;Algarve;Altura
Germany;Upper Bavaria;Garmisch-Partenkirchen
Italy;Sicily;Cefalù
France;Cote d'Azur;Saint Cézaire sur Siagne
France;Cote d'Azur;Antibes
Finland;Uusimaa;Sipoo
France;Brittany - Northern;Lanvollon
France;Gard-Lozère;Sommières
Portugal;Algarve;Lagos
Germany;Rhine - Mosel - Ahr - Lahn;Cochem
Finland;Pohjois-Savo;Kiuruvesi
France;Provence;Aix en Provence
Spain;Tenerife;Santa Cruz
United Kingdom;Scotland;Edinburgh
Italy;Marche;Camerino
Portugal;Algarve;Quinta Do Lago
Italy;Sicily;Riposto
Denmark;East Jutland;Storvorde
Denmark;North Jutland;Hjørring
France;Cote d'Azur;Le Beausset / Saint Anne d'Evenos
Spain;Costa Daurada;Coma-ruga
Germany;North Sea;Eckwarderhörne
Austria;Carinthia;Pörtschach am Wörthersee
Italy;Sardinia;Santa Teresa di Gallura
Denmark;SE Jutland;Aabenraa
Denmark;Central Jutland;Hovborg
France;Brittany - Northern;Plougrescant
Czech Republic;South Bohemia;Benesov nad Cernou
Slovakia;Kaschau Region;Spisska Nova Ves/Sloak Paradise
France;Luberon;Lauris
Italy;Tuscany Chianti;Montegonzi
Italy;Tuscany Coast;Ansedonia
United Kingdom;Scotland;Aviemore
Austria;Salzkammergut;Unterach am Attersee
Czech Republic;South Moravian Region;Lednice na Morave
France;Luberon;Saint Martin de Castillon
Czech Republic;Central Bohemia;Ricany
Germany;Allgau;Günzburg
Austria;Carinthia;Feldkirchen in Kärnten
Germany;Baltic Sea;Putgarten
Hungary;Lake Balaton - North Shore;Balatonfured/Balatonakali
United Kingdom;South-West;Taunton
United Kingdom;South-East;Canterbury
Norway;Northern Norway;Honningsvåg
Norway;Northern Norway;Straumsbukta
Germany;Franken - Fichtelgebirge - Taubertal;Kronach
Poland;Baltic Sea (Poland);Sasino
Czech Republic;Central Bohemia;Pyšely
Netherlands;Overijssel;Wanneperveen
Denmark;Flensborg Fjord;Sydals
Italy;Tuscany Coast;Tirrenia
France;Pyrénées-Orientales;Banyuls sur mer
United Kingdom;Scotland;Fort William
Italy;Calabria;Tropea
Hungary;Lake Balaton - North Shore;Balatonalmadi/Alsoors
France;Brittany - Southern;Le Pouldu
Germany;Upper Bavaria;Bad Reichenhall
Hungary;Thermal;Heviz - Thermal
Denmark;East Jutland;Hadsund
Germany;Black Forest;Oberharmersbach
Germany;Mecklenburgische Seenplatte;Krakow am See
Austria;Carinthia;Dellach
Spain;Tenerife;Tacoronte
Spain;Barcelona Costa Norte;Calella
Germany;Black Forest;Furtwangen
Germany;Baltic Sea;Weissenhäuser Strand
Croatia;North Dalmatia;Zadar/Kožino
Poland;Baltic Sea (Poland);Chlapowo
Germany;Baltic Sea;Kühlungsborn
Germany;Hunsrück;Blankenrath
Germany;North Sea;Marienhafe
United Kingdom;Scotland;Oban
Switzerland;Bernese Oberland;Niederried
Germany;North Sea;Dornumersiel
Spain;Inland Andalucia;Álora
Austria;Carinthia;Preitenegg
Poland;Pomerania;Dunajki
United Kingdom;East of England;Holt
France;Normandy;Bayeux
Italy;Lake Ledro;Tiarno di Sotto
Croatia;North Dalmatia;Vinjerac
Poland;Baltic Sea (Poland);Mielno
Croatia;Istria;Poreč/Višnjan
France;Les Landes;Vieux-Boucau
France;Hérault-Aude;Salles d'Aude
United Kingdom;South-West;Tiverton
Poland;Pomerania;Parchowo-Karlowo
Finland;Etelä-Savo;Kangasniemi
Belgium;Ardennes;Devantave
Italy;Lake Como;Tremezzina
Germany;Black Forest;Bräunlingen
Italy;Lake Como;Bellano
France;Brittany - Southern;Loctudy
Croatia;North Dalmatia/Islands;Komornik
United Kingdom;Wales;Porthmadog
United Kingdom;South-West;Umberleigh
Ireland;Cork and Kerry;Ardgroom
Germany;Bavarian Forest;Stamsried
Italy;Trentino-High Adige;Merano
United Kingdom;South-West;Torrington
Germany;Mecklenburgische Seenplatte;Dargun
Germany;Black Forest;Steinach
France;Poitou-Charentes;Ile de Re
Germany;Black Forest;Lossburg
France;Lot;Cazals
Croatia;North Dalmatia/Islands;Pašman/Ždrelac
Germany;North Sea;Cuxhaven
Denmark;North Jutland;Ålbæk
Germany;North Sea;Nessmersiel
Finland;Häme Pirkanmaa;Hartola
France;Savoie - Haute Savoie;Le Grand Bornand
Italy;Versilia, Lunigiana and sourroundings;Fivizzano
United Kingdom;Scotland;Isle of Skye
Finland;Häme Pirkanmaa;Tammela
France;Luberon;Bonnieux
Croatia;Istria;Poreč/Jehnići
Germany;Black Forest;Küssaberg
Germany;Thuringian Forest;Kleinhettstedt
Netherlands;Zeeland;Groede
France;Cote d'Azur;Grasse
Spain;Mallorca;Port d'Alcúdia
Poland;Baltic Sea (Poland);Swarzewo
Poland;Mazury;Szeroki Bor
Finland;Uusimaa;Karjalohja
Germany;Allgau;Oberstaufen
Denmark;North Jutland;Bindslev
Denmark;North Jutland;Pandrup
France;Provence;Maussane les Alpilles
Norway;Northern Fjord Norway;Olden
Denmark;North Jutland;Skagen
Italy;Lake Garda;San Felice del Benaco
Germany;North Sea;Burhave
Croatia;Kvarner/Islands;Rab/Supetarska Draga
Denmark;East Jutland;Ørsted
Germany;Franken - Fichtelgebirge - Taubertal;Warmensteinach
Cyprus;Larnaca;Kalavasos
Germany;Thuringian Forest;Zeulenroda
Italy;Lazio;Lido di Ostia
Poland;Baltic Sea (Poland);Swinoujscie
Denmark;East Jutland;Ebeltoft
Denmark;South-western Jutland;Henne
Croatia;Kvarner/Islands;Rab/Barbat
Finland;Varsinais-Suomi Satakunta;Parainen
Czech Republic;South Bohemia;Trebon
France;Brittany - Northern;Perros Guirec
France;Hérault-Aude;Montpellier
Finland;Keski-Suomi;Muurame
Italy;Lake Iseo and Idro;Idro
Italy;Sardinia;Porto Rotondo
Denmark;North Jutland;Fjerritslev
Hungary;Lake Balaton - North Shore;Balatonkenese
Denmark;Sealand;Fårevejle
Germany;North Sea;Tossens
Ireland;Cork and Kerry;Killorglin
Italy;Piemonte-Langhe & Monferrato;Saluzzo
Belgium;Coast;De Haan
Denmark;South-western Jutland;Hemmet
Germany;Mecklenburgische Seenplatte;Barkow
Austria;Vienna;Vienna / 3. District
Germany;Black Forest;Höchenschwand
Portugal;Algarve;Loulé
France;Savoie - Haute Savoie;Megève
Poland;Sudeten;Jelenia Gora
Poland;Beskidy;Milowka
Poland;Beskidy;Wisla
Spain;Costa Daurada;Creixell
Italy;Lake Lugano;Viggiu'
Finland;Keski-Suomi;Uurainen
Germany;Black Forest;Stühlingen
Finland;Etelä-Savo;Puumala
Czech Republic;Zlin Region Javorniky Mnts.;Valasska Bystrice
Finland;Varsinais-Suomi Satakunta;Kemiönsaari
Spain;Barcelona Costa Norte;Premia De Mar
Finland;Pohjois-Savo;Nilsiä
Finland;Kymenlaakso Etelä-Karjala;Ruokolahti
Finland;Pohjois-Karjala;Polvijärvi
Finland;Etelä-Savo;Enonkoski
Finland;Häme Pirkanmaa;Joutsa
Croatia;Central Dalmatia;Primošten
France;Loire Valley;Luzillé
Spain;Costa del Sol;Cala del Moral
Portugal;Lisbon-Tejo Valley;Cascais
Finland;Varsinais-Suomi Satakunta;Pomarkku
Spain;Costa Daurada;El Catllar
Spain;Barcelona Costa Norte;Sant Andreu de Llavaneres
France;Ile-de-France;Paris/16
Spain;Madrid;Rivas-Vaciamadrid
Luxembourg;Ardennes;Munshausen
Spain;Costa Brava;Colera
Portugal;Beira;Nelas
France;Cote d'Azur;Roquebrune sur Argens
Belgium;Ardennes;Waulsort
Spain;Costa Brava;S'Agaró
France;Gironde;Ludon-Médoc
France;Dordogne-Lot&Garonne;Duras
Switzerland;Freiburg;Enney
Belgium;Ardennes;Trois-Ponts
Spain;Gran Canaria;Teror
Belgium;Ardennes;Virton
Croatia;Central Dalmatia;Zaton (Šibenik)
Portugal;Beira;Pedrógão Pequeno
France;Corsica;Sagone
Spain;Costa Daurada;Camarles
United Kingdom;Yorkshire and the Humber;Robin Hood's Bay
Spain;Mallorca;Sa Pobla
France;Luberon;Apt
Italy;Lake Maggiore;Monvalle
Austria;Styria;Sankt Johann am Tauern
France;Les Landes;Saint Pandelon
France;Brittany - Northern;Saint Quay
Spain;Costa del Azahar;Puerto Sagunto
Ireland;Cork and Kerry;Sneem
Italy;Umbria;Valfabbrica
Germany;Black Forest;Schopfheim
Spain;Costa Daurada;El Vendrell
Spain;Costa de la Luz;Rota
France;Limousin;Beaulieu sur Dordogne
Italy;Abruzzo/Molise;Pineto
France;Poitou-Charentes;Gemozac
Spain;Costa Brava;Fonteta
United Kingdom;South-East;Rye
Portugal;Lisbon-Tejo Valley;Praia d'el Rei/Obidos
Croatia;Kvarner Hills;Skrad
Spain;Costa de la Luz;Chiclana de la frontera
France;Vendee- Western Loire;Lege
Belgium;Ardennes;Erezee
Belgium;Ardennes;Septon
Belgium;Ardennes;Oignies
Croatia;Istria;Kršan
France;Normandy;Houlgate
Italy;Sicily;Scopello
France;Lot;Figeac
France;Poitou-Charentes;Civray
Denmark;East Jutland;Børkop
Ireland;Cork and Kerry;Baltimore
Croatia;Istria;Buzet
Belgium;Belgisch Limburg;Rekem
Finland;Keski-Suomi;Kuhmoinen
France;Poitou-Charentes;Saint Jean d'Angely
Luxembourg;Moselle;Greiveldange
France;Limousin;Argentat
France;Provence;Draguignan
Italy;Lake Como;Onno
France;Savoie - Haute Savoie;Evian les Bains
France;Normandy;Criel sur Mer
Spain;Costa del Sol;Chilches
France;Corsica;Porticcio
Slovakia;Preschau Region;Kezmarok
Germany;Upper Bavaria;Riedenburg
USA;Florida South-West;Naples/Bonita Springs
Spain;Costa de la Luz;Matalascañas
France;Basque Country;Espelette
France;Cote d'Azur;Villefranche-sur-Mer
Spain;Basque Country;Urdaibai/Busturia
Spain;Mallorca;Cala Major
Italy;Sardinia;Orosei
Spain;Costa del Sol;Manilva
France;Poitou-Charentes;La Palmyre
Italy;Siena and sourroundings;Sovicille
France;Gironde;Cap Ferret
Spain;Costa de Valencia;Cullera
France;Poitou-Charentes;Saint Palais sur mer
Spain;Costa Daurada;Roda de Barà
Czech Republic;South Bohemia;Bernartice
Czech Republic;South Bohemia;Zliv
Spain;Costa Blanca;Orihuela Costa
Finland;Uusimaa;Nurmijärvi
France;Pyrénées-Orientales;Torreilles plage
Spain;Inland Andalucia;Granada
France;Gironde;Arcachon
Netherlands;Noord-Holland;Amsterdam
USA;New York;New York/Manhattan
Italy;Lucca, Pisa and surroundings;San Giuliano Terme
France;Les Landes;Saint Martin de Seignanx
Italy;Marche;Urbino
Ireland;The Shannon Region;Killaloe
France;Poitou-Charentes;La Rochelle
United Kingdom;South-West;Ilfracombe
United Kingdom;East of England;Coltishall
Italy;Lake Maggiore;Verbania
Germany;Eifel;Manderscheid
Portugal;Lisbon-Tejo Valley;Seixal
Spain;Costa Blanca;Polop
France;Auvergne;Maurs-la-Jolie
Spain;Inland Andalucia;Cordoba/Pozoblanco
France;Dordogne-Lot&Garonne;Périgueux
Spain;Cantabria;Arce de Piélagos
Italy;Sardinia;La Caletta
Denmark;Central Jutland;Vinderup
Spain;Menorca;Ciutadella
France;Brittany - Southern;Hennebont
Netherlands;Noord-Holland;St. Maartensvlotbrug
France;Hérault-Aude;Carnon
Spain;Costa Blanca;Pilar de la Horadada
Spain;Tenerife;Porís de ABONA
Germany;Rhine - Mosel - Ahr - Lahn;Nennig
Portugal;Lisbon-Tejo Valley;Rio Maior
Spain;Costa Brava;Tordera
Spain;Costa Brava;Palamós
Spain;Menorca;Cala'n Bosch
Spain;Inland Catalonia;Moià
France;Les Landes;Ondres
France;Les Landes;Hossegor
United Kingdom;South-East;Ashford
Spain;Cantabria;Gama Bárcena Cicero
Spain;Costa Tropical;Salobreña
France;Centre;Vicq sur Nahon
France;Brittany - Southern;Locronan
Hungary;Lake Balaton - South Shore;Siofok/Balatonvilagos
United Kingdom;South-East;Deal - Kingsdown
Denmark;Sealand;Skibby
Croatia;South Dalmatia/Islands;Korčula/Karbuni
Spain;Costa Brava;Bellcaire d'Emporda
Spain;Costa Daurada;Sant Jaume de Domenys
France;Gard-Lozère;Saint Jean du Gard
Austria;Carinthia;Villach
Spain;Galicia;Perbes/Rías Altas
Italy;Lazio;Formia
France;Les Landes;Labenne
Germany;Saxony;Weissenberg
Italy;Florence Countryside;Marradi
United Kingdom;Wales;New Quay
France;Vendee- Western Loire;Port Bourgenay
Spain;Inland Andalucia;Priego de Córdoba
Portugal;Lisbon-Tejo Valley;Quinta do Conde
Germany;Eifel;Aachen
Italy;Aosta Valley;St Pierre
Germany;Upper Bavaria;Oberammergau
France;Vendee- Western Loire;Mayenne
Italy;Aosta Valley;Cervinia
Finland;Keski-Suomi;Multia
Netherlands;Utrecht;Rhenen
Netherlands;Limburg;Roggel
Spain;Costa Brava;Vidreres
Finland;Keski-Suomi;Petäjävesi
Poland;Silesia;Wroclaw
Poland;Beskidy;Jordanow
Spain;Costa Daurada;Calafell
Germany;Black Forest;Bötzingen
Spain;Costa del Garraf;Canyelles
Spain;Costa Blanca;Santa Pola
Germany;Odenwald;Beerfelden
Netherlands;Zeeland;Burgh-Haamstede
Austria;Upper Austria;Kirchberg bei Mattighofen
Spain;Cantabria;Noja
Switzerland;Bernese Oberland;Matten  (St. Stephan)
France;Brittany - Northern;Saint Malo
Switzerland;Eastern Switzerland;Heiden
Spain;Costa del Azahar;Oropesa del Mar
France;Corsica;San Nicolao
Italy;Umbria;Orvieto
Spain;Barcelona Costa Norte;Vallgorguina
Italy;Amalfi Coast;Praiano
Spain;Tenerife;Icod de los Vinos
Finland;Lappi;Kittilä
Austria;Tyrol;Tulfes
Ireland;The Shannon Region;Liscannor
Croatia;Kvarner;Crikvenica/Barci
Finland;Uusimaa;Kirkkonummi
Cyprus;Protaras;Ayia Napa
Austria;Vienna;Vienna / 7. District
Croatia;Kvarner;Senj
Croatia;Central Dalmatia;Drašnice
Austria;Lower Austria;Sankt Aegyd am Neuwalde
Italy;Tuscany Coast;Marina di Castagneto
Austria;Tyrol;Achenkirch
Croatia;Kvarner;Kraljevica
Austria;Vienna;Vienna / 5. District
Austria;Pitztal valley;Wenns
Italy;Siena and sourroundings;Sarteano
Croatia;Central Dalmatia;Grebaštica
Austria;Vorarlberg;Laterns
Croatia;Istria;Rovinj/Rovinjsko Selo
Austria;Vienna;Irenental
Croatia;Istria;Vrsar
Croatia;Istria;Hum
Croatia;Istria;Gračišće
Austria;Vienna;Vienna / 17. District
Croatia;Istria;Rabac/Sveti Lovreč Labinski
Italy;Lucca, Pisa and surroundings;Chianni
Germany;Baltic Sea;Groß Zicker
Austria;Tyrol;Söll
Switzerland;Ticino;Brione sopra Minusio
Germany;Harz;Osterode
Hungary;Thermal;Zalakaros-Thermal
Spain;Fuerteventura;Gran Tarajal
Spain;Lanzarote;Playa Blanca
Italy;Sicily;Scicli
Sweden;Skåne;Tjörnarp
Italy;Lombardy;Grosotto
Spain;Gran Canaria;Telde
Switzerland;Mittelbünden;Langwies
Spain;Mallorca;Cala Torta
France;Savoie - Haute Savoie;Vallorcine
Spain;Tenerife;Bajamar
Portugal;Lisbon;Lisbon
Sweden;Stockholm;Väddö
United Kingdom;East of England;Aldeburgh
Denmark;Funen, Langeland and Aero;Tranekær
Spain;Tenerife;La Orotava
Finland;Keski-Suomi;Äänekoski
Italy;Liguria Riviera Ponente;San Bartolomeo al Mare
Spain;Tenerife;Granadilla
Norway;Northern Norway;Laukvik
Italy;Aosta Valley;Gressoney
Italy;Lucca, Pisa and surroundings;Lari
Switzerland;Praettigau/Landwassertal;Klosters
Portugal;Madeira;Madeira/Câmara de Lobos
USA;Florida Central West;Rotonda West
Italy;Lake Maggiore;Cannobio
USA;Florida South-West;Fort Myers Beach
Switzerland;Valais;Saas-Fee
Greece;Crete;Roumeli
United Kingdom;Scotland;North East Skye
Denmark;Limfjord;Øster Assels
Sweden;Bohuslän and Västra Götaland;Hökerum
Denmark;Sealand;Gørlev
Italy;Tuscany Coast;Vignale Riotorto
Switzerland;Ticino;Vergeletto - Onsernone
Italy;Arezzo, Cortona and surroundings;Montevarchi
Italy;Tuscany Coast;Guardistallo
Sweden;Stockholm;Stenhamra
Norway;Central Norway;Brekstad
Spain;Barcelona Costa Norte;Arenys de Munt
Finland;Keski-Suomi;Keuruu
Italy;Tuscany Coast;Punta Ala
Cyprus;Protaras;Protaras
Italy;Florence Countryside;Borgo San Lorenzo
Finland;Lappi;Muonio
Hungary;Lake Balaton - North Shore;Balatonfured/Csopak
Switzerland;Ticino;Malcantone
Italy;Puglia;Barletta
Spain;Valencia;València
France;Vendee- Western Loire;Talmont Saint Hilaire
Switzerland;Bernese Oberland;Merligen
Italy;Lake Maggiore;Mergozzo
Italy;Siena and sourroundings;Buonconvento
United Kingdom;East of England;Halesworth
Norway;Northern Fjord Norway;Fresvik
Finland;Keski-Suomi;Konnevesi
Spain;Mallorca;Calas de Mallorca
United Kingdom;Wales;Haverfordwest
Switzerland;Engadine;Val Poschiavo
Denmark;Central Jutland;Ansager
Switzerland;Valais;Eischoll
Italy;Sardinia;Alghero
Switzerland;Ticino;Magadino
France;Luberon;Cucuron
Finland;Varsinais-Suomi Satakunta;Naantali
Switzerland;Engadine;Celerina
Denmark;South-western Jutland;Oksbøl
Switzerland;Bernese Oberland;Boltigen
Italy;Tuscany Coast;Bibbona
Switzerland;Engadine;Müstair
United Kingdom;Greater London;London City
France;Corsica;Porto Vecchio
Italy;Piemonte-Langhe & Monferrato;Asti
Denmark;Limfjord;Spottrup
Italy;Umbria;Assisi
Croatia;Istria;Poreč/Tar
France;Cote d'Azur;Port Cogolin
Croatia;Istria;Poreč/Heraki
Finland;Etelä-Savo;Mäntyharju
Denmark;South-western Jutland;Nørre Nebel
Switzerland;Viamala/Surses/Albulatal;Surava
Switzerland;Bernese Oberland;Krattigen
United Kingdom;Scotland;Mid Skye
Cyprus;Protaras;Pernera
Switzerland;Engadine;Champfer
Greece;Crete;Platanias
Italy;Versilia, Lunigiana and sourroundings;Seravezza
Switzerland;Ticino;Gordola
Hungary;Lake Balaton - North Shore;Vonyarcvashegy
Portugal;Lisbon-Tejo Valley;Tomar
Italy;Sicily;Sampieri
Italy;Sicily;Giarre
France;Provence;Mouriès
Switzerland;Bernese Oberland;Adelboden
Spain;Costa del Sol;La Axarquía/Almogía
Switzerland;Eastern Switzerland;Sevelen
Germany;Black Forest;Görwihl
South Africa;Western Cape;Hout Bay
France;Ile-de-France;Paris/2
Spain;Inland Andalucia;Ronda
Czech Republic;Usti Region;Hřensko
Finland;Häme Pirkanmaa;Parkano
Poland;Mazury;Jablonowo
Italy;Aosta Valley;Antey St Andre
Switzerland;Bernese Oberland;St Stephan
Norway;Northern Fjord Norway;Eidsvåg i Romsdal
Spain;Gran Canaria;Maspalomas
Norway;Northern Fjord Norway;Valldal
Spain;Costa Brava;Palau Savardera
Norway;Northern Fjord Norway;Bud
Germany;Black Forest;Wolfach
Finland;Häme Pirkanmaa;Kangasala
Austria;Salzburg;Saalfelden am Steinernen Meer
Switzerland;Bernese Oberland;Leissigen
Norway;Northern Fjord Norway;Gurskøy
Switzerland;Bernese Oberland;Ringgenberg
Denmark;Sealand;Stroby Ladeplads
Italy;Versilia, Lunigiana and sourroundings;Marina Pietrasanta
Italy;Lombardy;Rivanazzano Terme
France;Normandy;Beaufour-Druval
Croatia;South Dalmatia;Dubrovnik/Dubravka
Switzerland;Bernese Oberland;Grund b. Gstaad
Austria;Salzburg;Goldegg
Finland;Pohjois-Savo;Kuopio
Switzerland;Bernese Oberland;Oberwil
France;Ile-de-France;Paris/10
Spain;Barcelona Costa Norte;Sant Vicenç de Montalt
Italy;Puglia-Salento;Carovigno
Croatia;Istria;Poreč/Sv. Lovreč
Finland;Etelä-Savo;Savonlinna
Sweden;Blekinge;Asarum
Ireland;The Shannon Region;Lisdoonvarna
Austria;Tyrol;Obernberg am Brenner
United Kingdom;South-East;Maidstone
Sweden;Bohuslän and Västra Götaland;Gullspång
United Kingdom;Scotland;Port Seton
Sweden;Stockholm;Skå
France;Vendee- Western Loire;La Tranche sur Mer
Croatia;Istria;Pula/Galižana
Italy;Lake Garda;Sirmione
Sweden;Hälsingland;Vaxholm
Netherlands;Gelderland;Otterlo
Croatia;North Dalmatia;Maslenica
Finland;Kymenlaakso Etelä-Karjala;Parikkala
Austria;Zillertal;Gerlos
Germany;Upper Bavaria;Tüssling
Germany;Upper Bavaria;Oberaudorf
Norway;Southern Fjord Norway;Nedstrand
Norway;Northern Fjord Norway;Sogndal
Spain;Fuerteventura;Caleta de Fuste Antigua
Spain;Tenerife;Arona
Netherlands;Zeeland;Zaamslag
Spain;Tenerife;Adeje
Denmark;Funen, Langeland and Aero;Nørre Aaby
United Kingdom;South-East;Crawley
Germany;Upper Bavaria;Siegsdorf
Poland;Beskidy;Lgota
Spain;Menorca;Arenal d'en Castell
Poland;Bieszczady;Bukowiec
Italy;Umbria;Spoleto
France;Normandy;Thury Harcourt
Austria;Carinthia;Steinfeld
Spain;Gran Canaria;Galdar
Italy;Versilia, Lunigiana and sourroundings;Codiponte
Norway;Northern Norway;Vangsvik
Sweden;Bohuslän and Västra Götaland;Varekil
United Kingdom;Wales;Llanrwst
United Kingdom;Wales;Milford Haven
Poland;Mazovia;Warsaw
Czech Republic;Pilsen and vicinity;Nepomuk
Denmark;Sealand;Gilleleje
Austria;Salzburg;Leogang
Austria;Tyrol;Nassereith
Belgium;Ardennes;Stoumont- La Gleize
Austria;Murtal-Kreischberg;Sankt Georgen am Kreischberg
France;Limousin;Meyrignac-l'Eglise
France;Lot;Castres
Germany;Rhine - Mosel - Ahr - Lahn;Bad Neuenahr-Ahrweiler
Italy;Florence Countryside;Incisa Valdarno
Croatia;Kvarner;Opatija/Veprinac
Spain;Costa Blanca;Jalón-Xaló
Croatia;North Dalmatia;Obrovac
Poland;Little Poland;Busko Zdroj
Denmark;Lolland;Dannemare
Denmark;Limfjord;Erslev
Sweden;Dalarna;Rättvik
Sweden;Bohuslän and Västra Götaland;Lysekil
Germany;Schwäbisch-Fränkischer Wald;Grosserlach
Denmark;Bornholm;Åkirkeby
Austria;Salzburg;Wagrain
France;Luberon;Vaugines
Poland;Mazury;Stacze
Spain;Gran Canaria;Santa Lucia de Tirajana
Czech Republic;Olomouc Region Jeseniky Mnts.;Ruda nad Moravou
Italy;Tuscany Chianti;Casole d'Elsa
Spain;Costa Daurada;Torredembarra
France;Ile-de-France;Paris/3
Greece;Crete;Sfakaki
Poland;Baltic Sea (Poland);Gdansk
Croatia;Central Dalmatia;Podgora
Croatia;North Dalmatia/Islands;Pag/Dinjiška
United Kingdom;Wales;New Radnor
Italy;Arezzo, Cortona and surroundings;Foiano della Chiana
Croatia;Central Dalmatia;Vinišće
Italy;Lake Maggiore;Ghiffa
Slovakia;Sillein Region;Oscadnica
Croatia;Istria;Poreč/Zgrablići
Spain;Costa del Garraf;Vilanova i la Geltrú
Croatia;Istria;Buje/Krasica
United Kingdom;Wales;Caernarfon
Italy;Lazio;Lido di Fondi
Denmark;East Jutland;Horsens
Croatia;Central Dalmatia/Islands;Hvar/Vrboska
Poland;Mazury;Rajgrod
Croatia;Istria;Poreč/Lakovići
Germany;Baltic Sea;Wiek
Czech Republic;Central Bohemia;Maníkovice
Poland;Mazovia;Popielzyn-Zawady
Finland;Pohjois-Pohjanmaa Kainuu;Sotkamo
Denmark;Central Jutland;Lemvig
Spain;Costa Brava;Fornells de la Selva
Germany;Eifel;Nörvenich
Poland;Baltic Sea (Poland);Gdynia
Italy;Liguria Riviera Ponente;Cogoleto
Croatia;Kvarner/Islands;Krk/Pinezići
Poland;Large Poland;Marylin
Poland;Beskidy;Uhryn
Italy;Sicily;Linguaglossa
Slovakia;Preschau Region;Vysne Ruzbachy
Italy;Sicily;Castellamare del Golfo
Denmark;North Jutland;Jerup
Sweden;Halland;Falkenberg
Denmark;Central Jutland;Harboøre
Spain;Mallorca;Muro
Italy;Lazio;Roma: Piazza Navona - Campo dei Fiori
Sweden;Södermanland;Hölö
Denmark;North Jutland;Blokhus
Sweden;Bohuslän and Västra Götaland;Vara
Sweden;Bohuslän and Västra Götaland;Kungshamn
Sweden;Bohuslän and Västra Götaland;Kållekärr
Switzerland;Bernese Oberland;Steffisburg
France;Brittany - Northern;Cancale
Spain;Gran Canaria;Playa del Inglés
Belgium;Ardennes;Bertogne
France;Burgundy;Charolles
Denmark;Sealand;Kalundborg
Croatia;Istria;Rovinj/Bale
Croatia;Istria;Vrsar/Kloštar
Croatia;Istria;Poreč/Nova Vas
Czech Republic;Karlovy Vary and vicinity;Teplá
France;Ile-de-France;Paris/Kremlin Bîcetre
Germany;North Sea;Büsum
Norway;Southern Fjord Norway;Bjoa
Norway;Northern Fjord Norway;Leikanger
Denmark;East Jutland;Allingåbro
Italy;Lake Lugano;Osteno
Denmark;Falster;Idestrup
Finland;Lappi;Ylitornio
Spain;Lanzarote;Costa Teguise
Austria;Tyrol;Ellbögen
Spain;Tenerife;Radazul
Germany;Saxony-Anhalt;Arendsee
Denmark;Moen and Bogo;Askeby
Denmark;SE Jutland;Haderslev
Germany;Baltic Sea;Damp
Finland;Uusimaa;Raasepori
France;Cote d'Azur;Agay
Sweden;Halland;Frillesås
Denmark;Bornholm;Hasle
Sweden;Skåne;Landskrona
Sweden;Blekinge;Sölvesborg
Norway;Oslo / Oslofjorden;Skotbu
Norway;Northern Fjord Norway;Slinde
Austria;Zillertal;Finkenberg
Netherlands;Zeeland;Veere
Norway;Northern Fjord Norway;Eresfjord
Germany;North Sea;Hage
Netherlands;Zeeland;Wissenkerke
Denmark;East Jutland;Glesborg
Sweden;Jönköping;Gränna
Finland;Pohjois-Pohjanmaa Kainuu;Haukipudas
United Kingdom;Yorkshire and the Humber;Whitby
Denmark;Flensborg Fjord;Broager
United Kingdom;Wales;Builth Wells
Sweden;Bohuslän and Västra Götaland;Kärna
Finland;Häme Pirkanmaa;Hämeenlinna
Finland;Keski-Suomi;Kinnula
United Kingdom;South-East;Chichester
Denmark;Limfjord;Løgstør
Denmark;Moen and Bogo;Stege
Sweden;Bohuslän and Västra Götaland;Romelanda
Germany;Baltic Sea;Jürgenshagen
Czech Republic;South Moravian Region;Dolni Bojanovice
Finland;Häme Pirkanmaa;Forssa
Denmark;Central Jutland;Løgstrup
Germany;Lake Constance;Constance
Finland;Pohjanmaa;Kokkola
Germany;Hessisches Bergland;Bad Arolsen
Norway;Central Norway;Sandhornøy
Italy;Lake Maggiore;Laveno
Denmark;Limfjord;Thyholm
Italy;Florence Countryside;Ginestra Fiorentina
Ireland;Cork and Kerry;Tralee
Norway;Sørlandet;Aseral
Denmark;Funen, Langeland and Aero;Otterup
